Date, Company, Abstract, Score
12/21/22,American Airlines,"Forecasters say a “bomb cyclone” will tear through much of the U.S. this week and that travelers could face cold, snow and rain. What can you do if your plans are disrupted?",-0.2
4/24/20,American Airlines,"They poured the money into stock buybacks and dividends. Now, those hurting from the pandemic want government aid.",0
1/29/20,American Airlines,More than a dozen nations pulled their citizens from Wuhan. But how evacuees were handled once they got home varied country by country.,0.5
4/12/21,American Airlines,A coalition of law firms has joined business leaders in wanting to use their clout to oppose state legislation that would make it harder to vote.,-0.1
2/22/20,American Airlines,Among the passengers from the Diamond Princess cruise ship who were flown back were 14 American citizens who tested positive for the virus. The move took Mr. Trump by surprise.,0.075757576
10/20/21,American Airlines,"Although testing isn’t as widely available as it is at hotels in Mexico or the Caribbean, travelers in Europe can still find testing facilities at pharmacies, medical clinics and dedicated sites.",0.2
1/16/20,American Airlines,Its biggest advantage is American stagnation.,0
9/11/21,American Airlines,"At the official memorial site, rough spots over a board trustee, a recent documentary, and canceled exhibits.",-0.033333333
3/11/20,American Airlines,"In 2008, policymakers rescued the economy but raised a divisive debate about the fairness of using tax dollars to save companies. Get ready for a repeat.",0.2
4/23/20,American Airlines,"Westchester County Airport, north of New York City, is closing temporarily, using the time to complete long-planned construction.",0.118181818
4/16/22,American Airlines,"In recent weeks, travelers on both sides of the Atlantic Ocean have endured long lines at airports, flight delays or cancellations, and plenty of frustration. Is this the new normal?",0.059090909
9/8/20,American Airlines,"The company said it was stepping up inspections, citing new manufacturing problems. Federal regulators are also looking into production flaws.",0.136363636
9/25/22,American Airlines,"Two airlines allow dispatchers, who share operational authority over flights, to do their jobs remotely. Some in the industry take issue with that.",-0.1
7/23/20,American Airlines,"Several passengers were reported injured by the sudden drop in altitude by the passenger plane, which landed at Beirut’s airport.",0
4/23/20,American Airlines,Some people who have had to board commercial flights in recent weeks have taken elaborate precautions to protect themselves from the coronavirus.,0.166666667
5/27/20,American Airlines,"Airplane travel is inching back, but staying safe remains a concern. Here’s how to think about approaching a trip.",0.166666667
12/27/22,American Airlines,"Bad winter weather led the company to cancel more than 60 percent of its flights for Tuesday and Wednesday, leaving many travelers frustrated.",-0.1
5/31/22,American Airlines,"As in the “Swiss cheese model” of Covid prevention, a lot of small measures add up.",-0.25
12/30/22,American Airlines,The troubled carrier says it will honor “reasonable requests for reimbursement” for those whose flights were delayed or canceled because of its meltdown. What will that mean in practice?,-0.204166667
4/8/22,American Airlines,"Amid a pandemic-fueled surge in bad behavior on airplanes, the Federal Aviation Administration is pushing for an $81,950 fine, the largest the agency has ever recommended against an unruly passenger, for a woman who stands accused of hitting, spitting at, head-butting and biting flight crew members in July.",-0.141666667
3/24/20,American Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
4/29/22,American Airlines,Are travelers missing out by not playing the credit-card game in search of first-class tickets? Our new Tripped Up columnist considers the fees and the benefits of two cards.,-0.154545455
5/27/22,American Airlines,"To keep up with rising prices, Americans are saving less, but economists expect expenditures to slow in the months ahead.",-0.233333333
9/9/22,American Airlines,Recent social media posts suggest that the days of clean flights may be going the way of masks. And they’ve ignited a debate about who bears responsibility.,0.133333333
6/28/20,American Airlines,"The flights, which could begin as soon as Monday, are a major step in getting the plane flying again.",0.0625
4/16/21,American Airlines,"Roadblocks abound, but airlines, hotels and tour companies are trying to balance optimism with caution.",0
11/27/22,American Airlines,"By the early fall, domestic business travel was back up to nearly two-thirds of its prepandemic level. But companies have now begun to cut back.",0.04
5/4/22,American Airlines,"Carriers are exploiting the supply chain chaos to breach contracts and jack up rates, importers say in asking for federal intervention.",0
4/25/21,American Airlines,"The head of the European Commission said the bloc would switch policy, under certain conditions, after more than a year of mostly banning nonessential travel.",0.303571429
11/10/20,American Airlines,Taking a test is the best way to assure yourself and others that you aren’t spreading the virus. Here’s what you need to know.,1
